jail, holiday, vase, cherries, exchange, frogs, waves, girl, cent, bomb, houses, garden, grain, mother, push, fire
0, -7738, ), 4276693814877647, 1, 1, 1, 1, 4, ladybug, 0, 0.056726, 0.000180, 0, 104.729070, ffffffffac5a23d1
0, 2086090987, <, 6112229, 0, 0, 0, 1, 24355, , -33, 0.013906, -0.000001, 0, 3.976021, fffff482ac0fc9b0
1, -5754, o, 119804860, 1, 1, 1, 0, 501, driving, 44, 4.575315, 0.005722, 0, -0.000000, ffffffffffffec2f
1, -26868, =, 231, 1, 1, 1, 1, 4486, bubble, 0, 0.121288, 2.218328, 0, -0.253367, 3de0d8c3f
0, 344462073, $, 12680127613787456, 0, 1, 0, 0, 7, , 0, 1.869885, -0.000000, 1, 0.093742, bb8
0, -2, t, 69219, 1, 0, 1, 0, 56, yak, -1, -0.000020, 0.861095, 1, -12.676040, fffff9266565256e
1, 24330, x, 186, 0, 0, 1, 0, 122, fireman, 0, 0.000616, 0.000000, 1, -0.000931, 48dd
0, -25, j, 475300324, 1, 1, 1, 0, 1, rhythm, -1, 0.000003, -0.060989, 0, 0.000047, 83
1, 492714, &, 299048969636, 0, 0, 1, 0, 25, throne, -1, 116.475441, -0.000001, 0, 91.249489, fffffdddeb32f078
0, -160, a, 45980962, 1, 0, 0, 0, 36, soap, 0, 378.213226, 1.806805, 1, 0.000000, ffffffffff8339c9
1, -16005513, 5, 130371, 1, 0, 0, 0, 178, patch, -10, 0.948320, -0.099092, 1, 0.000000, ffffffeeef88e6cb
0, 7, ], 204700541846567, 0, 1, 1, 1, 5, channel, 35, 0.000019, -0.000687, 1, 3.844873, f55
1, 291, W, 567406860224391, 1, 0, 0, 1, 3859, driving, 11, 480.980743, 0.000001, 0, -87.988633, 129a216aab3a
0, -1900791, C, 2650343703157, 0, 1, 0, 0, 24648, slope, 22, -0.803493, -0.000000, 1, 0.000000, fffffffe6d57aa0e
1, -32604161, y, 337913196399, 1, 1, 0, 0, 0, alarm, 3, 0.013299, 0.000098, 0, 89.691994, fffffffffffffcc0
0, -653417, X, 219335173, 1, 0, 0, 1, 333, scarf, 1, 0.000003, -0.000000, 0, 0.000000, 442af41a2f18a
1, -16005513, 5, 3854, 1, 0, 0, 0, 178, patch, 0, 0.000029, -0.099092, 1, 0.000000, ffffffeeef88e6cb
1, -2238, *, 2014, 0, 1, 0, 0, 987, pot, 0, 0.000013, 9.425509, 0, -95.577126, 5d56b4cbae92a48
0, 15816215, C, 450, 1, 0, 1, 0, 462, glue, 0, -100.535919, -0.000000, 1, 0.000026, ffe40db3b2e26286
1, 187773, J, 72994553942909, 1, 0, 0, 1, 722, cap, 2, -0.000003, -0.000797, 0, -0.000507, fffffc579e03656b
1, -64, z, 66184098645, 0, 1, 1, 0, 60462, force, -2, -0.000999, -16.277571, 0, -0.000030, ffdfbc4fa479ed81
1, 3687343, -, 1025542699298, 1, 0, 0, 0, 3745, fuel, 5, -59.293068, 0.095808, 1, -2.355031, fffffffffffffff8
1, -1190, ;, 37362683, 0, 0, 0, 1, 1571, , -4, -0.000318, 0.008908, 1, 0.086725, c9c0388f2719b927
0, -8921, a, 443231891047147, 0, 1, 0, 0, 64, things, 0, -0.000000, 0.000049, 0, 29.866005, 119d355974d78905
1, -93552, ), 3641218, 1, 0, 0, 1, 808, , 1, 0.000021, 0.000002, 1, 0.000000, ff79d3efb292ebbc
0, 92118, !, 368384362165226439, 1, 0, 0, 0, 603, pot, -2, -0.000899, 0.000003, 1, 0.753443, fc04777b19a7ac2f
0, -3519, r, 91, 1, 0, 0, 1, 16, balloon, 1, -0.154221, -0.000000, 0, -0.000000, 250cb
1, -409, %, 362638084, 0, 1, 1, 1, 12, cap, 0, 0.000009, -0.000002, 0, -0.000017, 3142fc03d1
1, -3839717, j, 9661393, 1, 1, 1, 0, 1, rhythm, -1, 0.000769, -0.000615, 0, 0.000047, 83
1, -1560335, 7, 13849246759, 1, 1, 0, 0, 13925, sisters, 3, 46.142818, 0.000006, 0, 0.000000, 74fbbd6b1
1, 293, m, 2044, 0, 1, 0, 1, 18, mailbox, -3, -0.000028, 0.000001, 1, -0.015915, 3f
1, 4808958, *, 221177146521, 1, 1, 1, 1, 3838, plastic, -26, 0.000000, 0.205429, 1, 0.000000, ffffffa09bab2886
0, 0, k, 79240420932732226, 1, 0, 1, 0, 128, driving, 44, 0.104245, 0.000000, 0, 0.003507, ffd7b9686e3fba26
0, -6406, :, 67299221110, 0, 1, 0, 1, 10, , -1, -3.901346, 0.000000, 0, 0.000361, fffffffffffedcf8
1, -472, T, 2093477, 0, 0, 1, 1, 2, cloud, -15, 0.014621, -0.085724, 0, 6.647900, ffffffffff667604
0, -228822533, +, 297, 0, 0, 0, 0, 1, nest, -4, 0.000001, -0.000000, 0, -0.020363, 7b695e20f
1, 187, Z, 16, 1, 0, 1, 1, 28984, cherry, -10, 472.666626, -0.000000, 0, 0.265350, 137e1f8ce540f54
0, -120, A, 101865347184731396, 1, 0, 0, 0, 16, gate, 2, -0.000000, 0.025389, 1, 2.765936, fffffff25b301e3a
1, -22884183, w, 147037793647, 0, 1, 1, 1, 3141, chin, 29, -0.000284, 0.022541, 0, -0.000008, ffffffffffff8b07
1, 16986247, R, 983670879734384, 0, 0, 1, 0, 32721, laborer, -2, -0.000001, 0.000005, 0, -0.443177, 31591b7ee02f2ad
1, 16290, L, 156297777367, 0, 1, 1, 0, 1, example, -3, 0.000745, 0.004865, 1, 0.012402, d6bbbb33431b870
0, 588, I, 45471937948, 1, 1, 0, 0, 24, apparel, -6, -0.000000, 0.022542, 0, 0.000222, fffffffff58624a1
1, -1441172186, Z, 1, 1, 1, 1, 1, 937, angle, 0, 29.846277, -0.000012, 1, 0.000000, 7d2f2d2c06
0, -569181814, D, 90128649474863570, 0, 0, 0, 0, 6489, grass, -58, -0.010734, 29.745670, 0, -0.011198, fea0f765e80d7d61
1, 3833, 2, 117, 0, 0, 1, 1, 394, root, -4, 0.000277, 0.000000, 0, -0.000000, 184dde0a3106fd
1, -1962517985, c, 0, 1, 0, 1, 0, 44, men, -6, -0.000867, 0.043706, 1, -0.000002, fffffffffffbb7fd
0, 117, E, 36370, 0, 1, 1, 0, 1257, cream, 3, -0.000377, 0.047505, 1, 0.000000, ffc44b8a4b6e6476
0, -161283, d, 0, 0, 0, 1, 0, 5654, year, -39, 0.191195, 0.000030, 1, -0.000001, 4d8b438040406b3
0, -45611, Y, 177821, 0, 1, 0, 0, 101, meeting, 0, -290.799377, 10.916016, 1, 0.085947, fffff0156cfca49e
1, 248, K, 46200128, 1, 0, 1, 0, 151, answer, 94, 7.878163, 14.877611, 0, -0.000372, 3
1, -689698, h, 25087143214396188, 0, 1, 1, 0, 19, cats, -32, -0.004056, -0.018174, 1, 15.647649, fffffff1e75a1241
1, 29788106, 9, 1889234758604293230, 1, 0, 1, 0, 1, partner, -2, -0.760300, -1.936020, 0, -0.009187, ff4703e70339b44e
1, -1237, [, 396862, 0, 1, 1, 0, 3, step, 1, 0.033126, -0.000828, 1, -31.969360, fffffe51310b8be6
1, -13, 3, 9624, 1, 0, 1, 0, 1, produce, -4, 0.367147, -0.000000, 0, -38.231156, 1455376ef6b
1, 49565, @, 3312, 0, 1, 1, 1, 7177, brake, -1, -121.030487, 0.000025, 1, 0.000000, fffffff9018d061f
0, -4, c, 165, 0, 1, 1, 1, 14, peace, 5, 0.000000, 1.724797, 0, 0.182781, 3370a604c9743a
0, -91, m, 431248471, 0, 1, 1, 1, 337, airport, -1, 0.000001, -0.140580, 1, 0.001000, ffe73e9365b5f54a
1, -93552, ), 35549, 1, 0, 0, 1, 808, , 2, -0.001160, 0.000020, 0, 0.000000, ff79d3efb292ebbc
1, -4888134, F, 1, 1, 0, 0, 0, 182, crack, -79, -0.018208, -7.998411, 0, 0.015534, ffffad45688da84d
0, 58632412, x, 26838640261, 1, 1, 0, 1, 45, shoe, -59, 17.557743, -0.000000, 0, 3.488859, 21b018f4f6d
1, -48707779, I, 2767, 1, 0, 1, 0, 1, farm, -2, 5.746693, -0.120738, 0, 0.000001, ffffffffff0fdaba
0, 39728032, *, 2293834, 1, 0, 0, 0, 2, pan, -1, 0.001779, 1.395556, 0, 0.000132, 345f2b053377d
1, -72676, m, 415102886031580697, 1, 1, 0, 1, 6, curtain, 18, -0.000859, -0.000007, 1, 37.360515, 2d4e223022c3a9
1, -1, #, 10, 0, 0, 1, 1, 27267, credit, -1, 0.000003, -0.000705, 0, -0.000011, fffffffff0d8a504
1, -35350044, n, 5796621376331971111, 0, 0, 0, 1, 13, weather, -22, 0.000004, -0.000056, 0, -0.000000, 0
0, 463, /, 20455673529, 0, 0, 1, 1, 98, lumber, -1, -0.114046, 0.000026, 1, -62.074636, ffffe1a62ee46a0d
1, 3992, ), 3804788451943526262, 0, 1, 1, 0, 53394, giraffe, 0, 0.009505, 0.248138, 1, 0.000069, 11
1, -2, z, 6024524068530236, 0, 1, 1, 1, 38451, pancake, -24, 1.959254, -0.000000, 1, -0.000000, fffffffffffffffe
0, -8, v, 2290760, 0, 1, 0, 1, 161, kittens, -2, 0.031178, 0.091702, 1, 70.663121, 11aed1f
0, 682, m, 1694439012, 0, 0, 1, 1, 452, popcorn, -4, -0.000001, -0.502728, 0, 0.000023, ffffffffffffffe1
0, 30, j, 1965147639071, 1, 1, 0, 1, 20, crate, -7, 0.000009, 0.000781, 1, -0.460185, ffffffffffffffff
1, 406302267, p, 20376769987, 0, 1, 0, 1, 5116, pie, 67, 0.012284, -2.934552, 0, -0.000001, fffffffffb13523b
1, -20078529, D, 2796829006633530, 1, 1, 1, 0, 13, opinion, 0, 0.625815, -0.000022, 0, 0.000098, fffffa54188bceb1
1, 3279, 5, 7973, 1, 1, 1, 0, 226, alarm, -2, -0.000000, -0.000000, 1, -94.778491, 76afc59
1, -6916793, #, 611416119827, 1, 1, 1, 1, 315, credit, 99, -0.000452, 0.000000, 0, -0.115105, 1
0, -1346660746, Z, 277525667, 1, 1, 1, 1, 7, actor, 0, 0.003894, -2.749223, 1, 0.000002, ffffff55fe95b90d
0, 1756, b, 22834, 1, 1, 1, 1, 468, comfort, 30, -0.822830, 0.000000, 0, 0.000007, 8202
1, 18984, a, 2047609195990051, 0, 1, 1, 0, 4, pig, 0, -0.127600, 0.014991, 1, 0.098132, e5574d1bfe96
1, 3474, :, 165393982404, 1, 0, 0, 0, 18632, society, -2, -66.012589, 0.000001, 0, -0.203541, fc43a7e1cbe770f5
0, -1346660746, Z, 277525667, 1, 1, 1, 1, 7, actor, -3, 0.003894, -2.749223, 1, 0.000002, ffffff55fe95b90d
0, 869432, U, 2462047522523182, 1, 1, 1, 1, 605, snow, -4, -0.000033, -24.642225, 0, -102.576085, c18
0, 1393, %, 8, 1, 1, 0, 0, 0, heat, -1, 1.226874, -0.000000, 0, -0.000021, ffffff78ae8d0b0c
0, -42373047, C, 2762539510434683572, 0, 0, 1, 0, 6834, cable, 0, 0.000206, -0.006265, 1, 9.862000, f9a07
1, 3548870, ], 2143035, 1, 1, 0, 0, 63, health, 23, 0.011276, -0.000007, 0, 0.085765, 7815d25e1
1, -13509, r, 1447633333481463345, 0, 1, 1, 0, 5495, friends, 0, 0.000070, -0.000029, 1, -1.396103, ffffffffffffffff
1, -33118, H, 5428953, 1, 0, 0, 1, 94, thread, -2, 167.954407, -0.000022, 1, -7.024115, 755f652cc
0, -9312304, 0, 97428336, 1, 0, 1, 1, 5, camera, 1, -3.882856, -0.000116, 0, -11.220244, 0
0, -1, _, 1332481767046068830, 0, 0, 1, 0, 30782, heat, 11, -19.921986, -0.003707, 0, -0.000094, ffff801bacf207a0
0, 391, r, 71287, 0, 1, 0, 0, 21624, expert, 1, -26.551636, -0.000000, 1, -0.000000, fffffe99b14d78b4
1, -51388, <, 803211238939962003, 0, 1, 1, 1, 7, dog, 7, -0.000000, -10.502728, 1, -0.000004, fffffffffffffff8
1, -8743, @, 221019159916060, 1, 1, 0, 0, 19, window, 0, -0.011297, 7.724697, 0, 0.000684, 1d2a3bb98bf
1, -84531, ^, 508729, 1, 0, 0, 0, 18, list, -1, -313.949097, -0.000001, 0, 0.000697, fffffffff92bbaa3
1, -2278933, O, 99132, 0, 0, 0, 1, 14, volcano, -2, 1.560012, 5.937359, 0, 0.002343, ffe26e9b9fd8b968
0, -3, e, 2553764776286452058, 1, 1, 0, 0, 6, color, -5, -0.000006, -0.007025, 0, -0.023683, abe10db91
1, -2507521, ], 476216, 1, 1, 1, 1, 577, gun, 58, -0.014916, 2.705185, 1, -0.000000, 8dbcfd3859ae
0, 2003400, |, 477, 1, 1, 0, 1, 16, driving, -55, -0.000001, -0.000000, 0, -0.001630, ab28e3
0, 4, H, 1567598104, 0, 1, 0, 0, 37, songs, 10, -0.000032, -0.000000, 0, -0.004178, 6ec3
1, -752580, q, 201000, 1, 1, 0, 0, 3, sofa, 0, -22.238556, -0.000756, 1, -0.000156, ffff29157c9c13d4
1, 15562378, g, 139983667307671, 0, 1, 0, 1, 3011, beast, -1, -0.955348, -0.000000, 0, -0.001948, ffe60f0f5d39848e
1, 93711, B, 15, 0, 0, 0, 1, 61091, steel, 70, 0.000014, 0.000003, 1, 0.003708, fffff588e1ff70f0
1, -32604161, y, 337913196399, 1, 1, 0, 0, 0, alarm, -25, 0.013299, 0.000098, 0, 89.691994, fffffffffffffcc0
0, 0, #, 2325097424, 0, 1, 1, 1, 2, cast, 53, -29.457121, -0.001317, 1, -0.000002, 2d33d1a29d54e954
1, -11272740, &, 1539309141, 1, 1, 1, 0, 7, woman, -13, -0.000177, 0.003101, 0, -0.000060, ffbf5fb099deb693
0, 47031, S, 1606683, 1, 0, 1, 1, 3, , -1, -31.166454, 0.011165, 1, 0.000001, 1e863a423aaf87
0, 8048, h, 13697424020014, 1, 0, 0, 1, 15, books, 0, -0.028448, -0.000014, 0, 0.000000, ffffec91c5c7b764
0, -1992639, 5, 10862215957, 1, 0, 0, 1, 6, minute, -12, -20.414581, 0.000005, 1, 0.355776, ffffffff7bf0cdb9
0, -627569, d, 70146471670320, 1, 1, 0, 1, 0, deer, 31, -0.003576, -0.000008, 1, -0.042813, 321d3014
1, 92191, &, 15018355694884481, 1, 1, 1, 0, 352, range, -3, -87.367393, -0.000050, 1, 0.006399, ffbf5fb099deb693
0, -4, w, 11, 0, 0, 0, 1, 0, shock, 1, -0.000007, 0.000000, 0, 0.000044, 2e94a1c4
1, -161283, d, 147, 0, 0, 1, 0, 5654, year, -30, -0.026916, 0.038516, 1, -0.246766, 4d8b438040406b3
0, 43919511, G, 282032894277313, 1, 1, 0, 1, 249, quartz, -12, -10.549271, 0.000007, 0, 0.021811, ffce4fdc27e05ccd
1, -12, ^, 964879065385, 1, 1, 0, 0, 869, pie, -16, 66.508568, -6.813799, 1, -0.002760, 20451994a3010f
1, -5172, U, 1319094, 0, 1, 0, 1, 6199, lumber, -107, 0.000000, 0.000284, 0, -0.000000, fffffffffffffd7d
0, 2619, 2, 140092835203908, 0, 0, 1, 0, 317, root, -4, 0.000277, 0.000000, 0, 0.116064, 184dde0a3106fd
1, -61544, &, 1922250, 0, 1, 1, 0, 1932, writing, -1, 21.324707, -0.000006, 1, 116.777197, 1
1, 6925543, |, 3256221464708669717, 1, 0, 1, 0, 96, spiders, -4, 0.000003, 0.005665, 1, 0.000000, 812fdd0
0, 56326666, T, 8681890802, 0, 1, 0, 1, 5691, smile, 13, 0.000066, -1.581361, 0, -0.000000, fffffffffffffffd
1, -18295518, O, 13054741313, 1, 0, 1, 0, 310, string, 3, -1.197958, -0.000367, 1, 1.784582, 5050784a15f9b7
1, -2, v, 30, 1, 0, 0, 0, 148, , 2, 0.468193, -4.400756, 1, 62.412403, ffffffffff19f4f3
1, 8373747, w, 636, 0, 1, 0, 0, 36, machine, 0, -0.000685, -16.837467, 1, 0.005446, ffffffffff173594
0, -1882745, t, 123062, 0, 1, 1, 0, 27, bit, 4, -238.449097, 16.480138, 1, 0.199862, 68
1, -16, i, 1476, 1, 0, 0, 1, 3, goat, 54, 0.040138, 0.000024, 1, -0.000114, fffffffffffeb8d2
0, 60008870, ~, 3056331103120474, 0, 0, 1, 0, 32585, stew, 0, 0.002769, -0.000018, 1, 0.927398, ffff8b9440e6f8b4
0, 16, U, 525776095, 1, 0, 1, 1, 112, riddle, -2, 0.012337, 24.751335, 0, -0.039236, fffffffca25e44b8
1, -552635, /, 708151827618930, 0, 1, 1, 1, 56305, dolls, -1, -0.033379, 0.000002, 1, -0.010035, 267d89
0, -143017286, U, 6659008903919, 0, 1, 1, 1, 1, , -1, -3.258095, -0.013901, 0, -0.020630, 2cb98
1, 51990, +, 132791974, 1, 0, 0, 0, 0, lettuce, -47, -0.367813, -0.000000, 1, -0.000002, fffe2af07f4a05b8
1, -6, L, 167457267915783353, 1, 0, 1, 0, 232, teeth, 0, 0.007104, -0.000019, 1, 0.074903, 2c01119b5b16402
1, 114039, w, 8091328800451, 1, 0, 0, 0, 27, chin, -4, -0.003262, -0.000002, 1, 0.004886, ffffdc97c9e9210b
0, 464208062, M, 101533367, 1, 1, 1, 0, 8064, poison, -68, 16.134041, -0.000223, 1, 7.785089, 96eb6a95b24fda
1, 1438, s, 8745167, 1, 0, 0, 0, 16, crayon, -8, 0.000561, 24.238960, 1, 0.001206, ffffffffffffffff
0, -11, }, 7763429, 1, 1, 0, 0, 557, engine, 0, -1.118190, -0.375677, 0, -0.000004, ffffffe3cad52d58
0, -1511, 4, 476544601189, 0, 0, 0, 1, 46, iron, 24, 0.000000, -0.000000, 0, 59.157500, 87a9c57184548
1, 0, #, 2325097424, 0, 1, 1, 1, 2, cast, 53, -0.003335, -0.001317, 1, -12.187608, 2d33d1a29d54e954
1, -220693, N, 70271, 0, 1, 0, 0, 1, cushion, -11, 0.001050, -0.000002, 1, 4.783872, fffffffffffffff4
1, 293, m, 9913734356082, 0, 1, 0, 1, 18, bedroom, -1, -0.000028, 0.000001, 1, -0.015915, 3f
1, 3992, ), 3804788451943526262, 0, 1, 1, 0, 53394, giraffe, -117, 0.009505, 0.248138, 1, 0.000069, 11
1, -16959237, A, 129822178909916, 0, 1, 1, 1, 15017, frog, -87, -0.003191, -0.000001, 1, -0.858057, 8a6d40ca598
1, -3519, r, 8585705758376, 1, 0, 0, 0, 16, balloon, -3, 192.344223, 0.369986, 0, -17.543947, 250cb
0, 71029860, X, 67338862236, 1, 0, 0, 0, 240, sheet, 14, -0.070796, 0.000001, 1, -0.003388, 1e294f2e68
1, 16809, B, 115797, 0, 1, 0, 0, 3383, fruit, 2, -0.117794, -0.000162, 1, -0.000001, ffffffffffffdd84
0, -8961, ., 133138444446215, 1, 0, 1, 1, 2815, engine, -3, 59.951122, -0.079341, 0, 0.000000, fffffffffff88994
1, 408795, +, 3872287982849428193, 1, 0, 0, 0, 15406, dirt, 0, -0.000031, -2.069996, 1, 0.315651, d061
1, 18984, a, 2047609195990051, 0, 1, 1, 0, 4, pig, -1, 0.000103, 0.000819, 0, 0.098132, e5574d1bfe96
0, -3, R, 17903662280253396, 1, 0, 0, 0, 14866, friends, -1, -0.000001, -0.000000, 0, -0.000008, fffffffffd1a29df
1, -6, 6, 519776, 1, 0, 0, 0, 245, , 5, -197.202698, -0.000001, 1, 0.003135, 166de2cb653036d
1, -54742808, @, 106974473, 0, 0, 1, 1, 1420, animal, -1, 0.000001, -0.267485, 0, -15.687019, ffffffcc54406e0e
0, -4935609, !, 30, 1, 0, 1, 0, 2297, milk, 31, 1.575155, 0.246057, 0, 0.000000, ef62fa9
1, -25, <, 291214409, 1, 1, 1, 0, 1, attack, -3, -0.014283, -0.014537, 1, -0.000000, 9fd5c03ba0a1ab
1, 244005, o, 1273726752433, 1, 0, 1, 0, 31, curtain, -1, 0.000018, 0.016265, 1, -0.156808, ffffee82485e1dcd
0, -3, T, 3753285760730971892, 0, 0, 0, 1, 54, account, 30, -0.000007, 23.148913, 0, 1.000000, b
0, 458519016, T, 10, 0, 0, 1, 1, 912, orange, 9, 0.000010, -5.522878, 0, 63.720185, cd09c6022
0, -7633228, c, 4456143284265271, 1, 0, 1, 1, 20, pain, 38, -0.000840, 0.000087, 1, 0.000004, f
0, -1190, ;, 37362683, 0, 0, 0, 1, 8513, thought, 3, -0.008293, -0.000000, 1, 0.000018, c9c0388f2719b927
1, -749300, }, 58148533795, 0, 0, 1, 1, 100, collar, 0, -0.001794, -0.048870, 0, -0.513427, ffff9f834856c91d
0, 114762267, <, 1498140094418207, 1, 0, 0, 0, 7, wealth, 2, 48.619621, -0.001670, 0, -26.357652, 3a11016ae52897
1, -221679, E, 425141112596610, 1, 0, 1, 0, 24, , -7, 0.000049, -0.000476, 0, 0.123543, c865a008c
0, 570450, ), 347776290, 1, 1, 1, 1, 2, ladybug, 1, -0.910182, 0.000180, 1, -0.000837, ffffffffac5a23d1
1, -120, A, 1159000095740869528, 1, 0, 0, 0, 16, gate, 3, -0.000000, 0.025389, 0, -0.233201, fffffff25b301e3a
1, 61561963, 8, 0, 1, 0, 1, 0, 481, magic, -1, 0.000000, 0.013832, 0, -0.000071, ffffffffffe558d1
1, 22121, *, 5, 0, 0, 0, 0, 72, touch, -14, 0.113070, -0.000039, 0, 0.632972, 26a60fc0
1, 11611841, C, 16200316, 0, 0, 1, 0, 442, beds, -3, 0.000018, -0.138886, 0, 0.461759, ffffffffd898eab9
0, -45822, Z, 51826141898435, 0, 1, 0, 0, 50, letters, -1, -0.000006, -0.000003, 0, -0.000111, 0
0, 2, 0, 13926800021, 0, 1, 1, 1, 3, net, 1, 0.000002, -2.742884, 0, -0.092275, 3b503c3ede26
1, 44813533, 2, 21554769688, 0, 0, 1, 0, 10, root, -17, -4.152663, -0.022580, 0, -53.360345, 184dde0a3106fd
1, -6916793, #, 611416119827, 1, 1, 1, 1, 315, credit, -3, -0.000452, 0.000000, 0, -0.115105, 1
1, 306992, f, 31885644473, 1, 1, 0, 0, 443, , -13, 0.000000, 0.000001, 1, -0.385854, 899ed4473b7b3c
0, -1, }, 646405, 0, 0, 0, 0, 18669, move, -19, -0.000001, -0.000052, 0, 5.008608, fffffffffcb0eb04
1, -30765945, T, 350482, 0, 1, 1, 1, 8176, straw, -2, -496.139343, 0.000602, 0, -0.000242, 66ff960f13ea
1, -99474, ], 294, 1, 1, 1, 1, 6, swing, 0, -2.296996, -0.007088, 1, -0.000091, 6ea838d
1, 0, o, 89599757, 0, 1, 0, 0, 1, collar, -2, 12.432583, 0.316268, 1, -0.000000, ffcf217eda2c6be6
0, 235, 7, 116292763, 0, 0, 1, 0, 344, goodbye, 1, -45.352745, 0.000000, 0, 2.259695, ffb27aec50900701
0, 14116660, r, 209736756255289, 1, 0, 1, 1, 692, oil, -1, 0.122355, -0.655677, 0, -0.000010, 108
0, 2040524, #, 10229765201601935, 0, 0, 0, 0, 2634, fairies, 0, 0.000030, 0.000001, 1, 0.000004, ffffff7f5369fc87
0, -396, O, 13397493462403, 0, 1, 0, 1, 7, , -28, -0.104847, -0.000000, 1, 0.369597, ffffffff96ab8014
0, 37, U, 28025175, 1, 0, 1, 0, 112, riddle, -38, 0.000003, 24.751335, 0, 0.001128, fffffffca25e44b8
1, 86, 9, 586573777, 0, 1, 0, 1, 0, bear, -9, 0.052599, -0.000025, 0, 54.685241, ffffffffffb914ec
1, 58719408, C, 5, 0, 0, 1, 1, 1, sweater, -1, 0.000003, -0.000034, 0, -18.724451, 1724e703cefe
1, 187773, J, 308289053820, 1, 0, 0, 1, 722, cap, 0, -0.002965, -0.000002, 1, -0.000507, fffffc579e03656b
1, -22884183, w, 147037793647, 0, 1, 1, 1, 3141, chin, 10, -0.000284, 0.022541, 0, -0.000008, ffffffffffff8b07
0, -126345120, 0, 4423, 0, 1, 0, 1, 0, fan, 3, -17.745502, 0.000001, 0, 15.606217, 1298a2375
0, -22, &, 16443542095773987, 0, 1, 1, 1, 992, scale, 5, 41.561024, 0.000000, 0, 0.100942, ffffffffffffffff
0, 30, w, 23996, 0, 0, 0, 0, 6, stomach, -6, -0.000000, 0.000617, 1, 1.036633, 325e342
1, 1, /, 13, 0, 0, 0, 0, 4, laborer, -1, 0.001635, 0.634880, 0, -0.006065, fffff4c669bf11be
1, 0, ~, 6358485242, 0, 1, 1, 1, 93, badge, 0, -0.012310, 0.014318, 1, -0.001573, ffffffffffffffff
1, -1439240, q, 7258840556023197, 0, 0, 0, 1, 50, hope, 1, -0.037315, 0.003555, 1, -0.001258, fffffffb58c6b1c0
0, 49, }, 195643360809155, 1, 1, 0, 0, 289, science, 36, -0.000002, 0.000010, 0, -0.066622, 68279f1cd
0, -3, R, 17903662280253396, 1, 0, 0, 0, 14866, friends, -55, 1.000000, 0.000000, 0, 9.078713, fffffffffd1a29df
1, -1, V, 27, 1, 1, 0, 0, 6, mind, -59, 0.000026, -0.000000, 0, -0.623967, 28c7
1, 3, d, 3572701828039198, 1, 1, 0, 1, 3882, bulb, 121, -15.068024, 0.000007, 0, 3.444862, ffffffffff73432d
1, 32361, D, 20112428965216019, 1, 1, 0, 1, 390, line, -3, 0.189054, 0.000013, 1, 0.000306, 3f78d266833583f0
1, 0, k, 5673952954, 1, 0, 1, 1, 128, driving, -58, 0.000535, 0.000014, 0, 0.094899, ffd7b9686e3fba26
1, 3, p, 11504955363923, 1, 0, 1, 1, 0, grape, 88, 0.000089, 0.000761, 1, -0.000476, ffffffffffffc9f6
1, 187773, J, 1155006, 1, 0, 0, 1, 722, cap, 2, -0.002965, 29.721117, 0, -0.000507, fffffc579e03656b
0, -76517, K, 42608, 0, 0, 1, 1, 6263, friends, 36, 133.656509, -9.565057, 1, 0.013316, fffffffffda41dc6
1, 73593222, l, 254615773, 0, 1, 1, 1, 0, pot, 1, -0.084223, -14.644881, 1, -0.000007, 198e
